username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
Danielagaviria1,Bowling green ky,18 to 24,Female,Dark Blonde,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,I love ittt!,"I received this from influenster and I love them❣️ They are so smooth and light weight is like you are applying water, feels so good and helps with the hydration of your lips. Also they are super pigmented and I feel that make my lips look bigger!!",Yes,Yes,Yes
Mds222,"Chicago, IL",25 to 34,,Dark Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Awesome New Product!,This is such a perfect nude/pinkish peach shade. The formula is fantastic and non-drying. It’s super easy to apply as well. The scent is nice and not overpowering. I received this product complimentary for review purposes.,Yes,Yes,Yes
Watergems,"Owego, ny",25 to 34,,Light Blonde,Fair,Warm Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Beautiful packaging,Got these babies for free from Influenster. Did some swatches and the pigment and lightweight formula is on point. Super excited to try these out!,Yes,,Yes
Hannah98,"Pine bluff, ar",18 to 24,,Light Brown,Fair,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Very lightweight!,"I love this product! The colors are very beautiful and long lasting. And honestly I forgot I’m wearing it because it’s so lightweight, I usually hate liquid matte lipsticks because they try hard and feel caked but this one is amazing! I defiantly recommend it! I received this product in return for an honest revie.",Yes,Yes,Yes
Mackenzie19862,Florida,18 to 24,,Medium Brown,Light,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,AMAZING,"Absolutely beautiful lip color. I have never been so satisfied. It stays on all day long and is perfect for those sweet kisses. Don’t worry ladies, this lip color will stay on while you eat and drink!",Yes,Yes,Yes
Eileen313,"Astoria, NY",25 to 34,Female,Medium Brown,Medium,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,This lipstick is great. It has amazing color pays off. It’s long lasting and lightweight. The only reason I didn’t give it 5 stars is because some colors leave a stain.,No,Yes,Yes
IzzyL,,18 to 24,Female,,,,,4 out of 5 stars.,a year ago  ,5,5,Comfortable and Pigmented!,I received these in the mail and I was so bad excited to try them. I was not disappointed at all. They are so smooth and easy to apply. They feel so weightless on the lips and dry down but are not at all drying. I was so impressed with this formula. So happy with these! I have a new purse lipstick for sure!,Yes,Yes,Yes
SamiAndy16,"Cedar Rapids, Ia",25 to 34,Female,Dark Brown,Fair,Cool Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,"Gorgeous, long lasting color!",Goes on smooth for perfect matte finish! Lasted all day/evening without feeling sticky or heavy. Would highly recommend.,Yes,Yes,Yes
MeAndReegs,"Marietta, GA",25 to 34,Female,Dark Brown,Fair,Warm Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Great Stains for Everyday,"I have 3 of the colors and they are great lightweight stains, BUT the applicator is next level. I was so incredibly impressed with how it glided on with smooth edges. Doesn't dry up on your lips and leaves a stain on for hours. I received these shades complimentary for testing and will be using them regularly.",Yes,Yes,Yes
Bnn1617,"New Orleans, LA",18 to 24,Female,Medium Brown,Light,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Interesting product!,I received three shades of the lip color to test as a part of a campaign.,Yes,Yes,Yes
Beentheresawthat,"Buffalo, ny",25 to 34,Female,,,,,5 out of 5 stars.,a year ago  ,5,5,Influenster,I recieved my voxbox #complimentary from #influenster and tried out #lorealparisusa #rougesignature #worthit and loved it! It didn't budge and was a bold red.it took about 3 applications to get the full affect. It did however stain my lips a bit but honestly it was #worthit,Yes,Yes,Yes
Bribarger,"Lafayette, IN",18 to 24,Female,Auburn,Fair,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Wonderful Free Product,"I received this product from Influenster for free with the purpose of testing and reviewing. I dont frequently deviate from my signature lip color as it goes well with literally everything, but the 'I am worth it'red was such a fun addition to my small lip color collection. The matte finish was smooth, the applicator was perfect for getting the lines of my lips all done as well as filling in, and the color was a pop of red without being obnoxious. The best thing, however, is that by husband 100% LOVED the new bold color, so that's the greatest victory. I applied this product to healthy, smooth lips and it went on great and lasted for about 8 hours with only a small touch up needed to last another 8.",Yes,Yes,Yes
Hope joy,Elkhart Indiana,25 to 34,,Medium Brown,Light,Neutral Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Great Colors,I received this as complimentary for testing purposes. I love the colors. They make my lips feel nice and like as if I don’t have any make up on me.,Yes,Yes,Yes
AbbeyA,,,,,,,,5 out of 5 stars.,a year ago  ,5,5,I need more!,"I love these lippies! My favorite so far has been ‘I am worth it’ which is a bright true cherry red color! These have an awesome applicator and apply like butter! They take a bit longer to dry down, but once they do its awesome - they are SO lightweight but still super pigmented! Unlike any other liquid matte lip I own! I did recieve three liquid lips complimentary but opinions are my own.",Yes,Yes,Yes
EmilyH1,"Fort Wayne, IN",,,,,,,4 out of 5 stars.,a year ago  ,0,0,Seems to stay put and is not sticky!,"I typically purchase high end brands of makeup, but was highly impressed with this matte lipstick. It goes on like a gloss but dries to a matte finish. It is not sticky like some other matte lipsticks I have used. You do need to be sure your lips are exfoliated, because, as with other matte lipsticks, if you have any dryness, it will show once applying. It doesn't stay put as well as Lipsense, but seems to do a good job compared to other similar products.",Yes,,Yes
Mnap430,"Titusville, FL",,,,,,,5 out of 5 stars.,a year ago  ,0,0,Absolutely LOVE this lippie!,"Beautiful matte shade that stays on without drying out my lips. I love the texture also because it does not come off when drinking my morning coffee, but washes easily at the end of the day. I would absolutely recommend this brand and can't wait to try other shades!",Yes,,Yes
Bil1,"Washington, DC",,,,,,,3 out of 5 stars.,a year ago  ,0,0,This product is fine.,"I was excited to try the new L'Oreal Matte High Pigment, Lightweight Lip Ink in the shade I Am Worth It. I love the way that it feels when you are applying it, and it feels great on your lips after you apply the product and it has dried. The wand actually makes it easier to apply the Lip Ink exactly where you want it to go. However, I was disappointed that the product was not as highly pigmented as the name suggests. I have a darker skin tone, and I was hoping for the color to really pop and stand out. The initial color was everything I had hoped for while it was wet, but after the product dried on my lips, it was much more subdued and not as highly pigmented as similar products I have tried, such as Coloured Raine, Colour Pop, Lime Crime, or Nyx. With that said, I appreciated that the product did not transfer as much as other brands onto things like my coffee cups, etc. It's a decent product.",Yes,,No
Tellz1,"Orlando, FL",,,,,,,5 out of 5 stars.,a year ago  ,0,0,Rudolph has nothing on me!!!!,"This lipstick blends in perfect with my skin tone. I love the way it glides on my lips so smoothly and stays on all day. I've never tried a red lipstick before but after using this Rogue Signature, I have a totally different outlook. The tube the lipstick is in, is very high fashion and sophisticated as well. I look forward to trying new shades and L'Oreal has just gained a new dedicated customer!",Yes,,Yes
Bethany_1,Kentucky,,,,,,,4 out of 5 stars.,a year ago  ,0,0,Super lightweight and lasts,Product is super lightweight and doesn't come off during the day. There isn't a smell which is nice because sometimes it over powers the lip stain. I will be using this again and again.,Yes,,Yes
LaurenG1,NJ,,,,,,,4 out of 5 stars.,a year ago  ,0,0,A great lip product,I was lucky enough to receive a sample of this product. It goes on very light and nice. It leaves my lips feeling soft. The color also looks more mellow on the lips that it does in the container. I find the applicator spreads it well. The color seems to last pretty well. I would recommend it. The Taste is also light,Yes,,Yes
Jack1,"Winter Haven, FL",,,,,,,5 out of 5 stars.,a year ago  ,0,0,Good Stuff!,"This ROUGE SIGNATURE Matte High Pigment, Lightweight Lip Ink lip stain is a beautiful true red and suits me well. However, the triangle applicator makes it difficult to get on just right. Other than that, I look my look after applying ROUGE SIGNATURE Matte High Pigment, Lightweight Lip Ink. The lip ink is light and silky and I get compliments after using this during parties and at work. It is also long-lasting Overall, it's Deep, dark red with a slight touch of maroon. Good stuff indeed. I would recommend and buy ROUGE SIGNATURE Matte High Pigment, Lightweight Lip Ink.",Yes,,Yes
Eileen_3,NJ,,,,,,,4 out of 5 stars.,a year ago  ,0,0,Long Wearing Lip Ink,"I received the Loreal Rouge Signature Matte High Pigment, Lightweight Lip Ink to try and review. I liked the shape of the applicator and the amount of product that came out of the tube. When I applied the Lip Ink, it went on smoothly and evenly. I only needed to apply one coat. It goes on wet and dries quickly but did not make my lips feel dry or sticky. It is lightweight and felt like I did not have anything on. I drank water throughout the day and did not leave any lip ink on the bottle. It did not come off while eating my lunch as well. I was impressed that the Lip Ink was still visible even at the end of the work day. I would recommend this product to my friends.",Yes,,Yes
Amandalrusso04,"Albrightsville,PA",,,,,,,3 out of 5 stars.,a year ago  ,0,0,Pretty color,"I was not as impressed as I thought I would be with this lip ink. The color was very natural looking which I did enjoy, but it was far to dry for me. I understand it is a matte lip product, but after I took it off it it left my lips really dry.",Yes,,No
